"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","false","0.0071288132251330055","2.1469827636509735","2246","406","83","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0661000,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","transmembrane transport","GO:0055085","true","0.00794059544652202","2.100146929633021","1342","406","55","15906","OS01G0226600,OS01G0645900,OS01G0704100,OS01G0802700,OS01G0825800,OS01G0919800,OS01G0975900,OS02G0112100,OS02G0112600,OS02G0191800,OS02G0301100,OS02G0573500,OS02G0574100,OS02G0595900,OS02G0620600,OS02G0676400,OS02G0768300,OS03G0149300,OS03G0233000,OS03G0296800,OS03G0817200,OS03G0823500,OS04G0441800,OS04G0460300,OS04G0556000,OS04G0559700,OS04G0571600,OS04G0618700,OS05G0119000,OS05G0120200,OS05G0214300,OS05G0269200,OS05G0430700,OS05G0430900,OS05G0468700,OS05G0480700,OS06G0143700,OS06G0324800,OS06G0336200,OS06G0633100,OS06G0644200,OS07G0106200,OS07G0559700,OS08G0187800,OS08G0254500,OS08G0300300,OS08G0529000,OS08G0564300,OS09G0484900,OS10G0360100,OS10G0492600,OS10G0501500,OS10G0547500,OS10G0554200,OS12G0503000"
"GO:BP","organic cyclic compound biosynthetic process","GO:1901362","false","0.00794059544652202","2.100146929633021","2596","406","93","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0879200,OS01G0900800,OS02G0132500,OS02G0140300,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0203200,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0809000,OS03G0811400,OS03G0860100,OS04G0463500,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0408900,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0561000,OS06G0662200,OS06G0726300,OS07G0100200,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0661000,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS09G0565700,OS10G0376900,OS10G0567400,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","apocarotenoid metabolic process","GO:0043288","false","0.008123628917858658","2.0902499231066054","14","406","4","15906","OS02G0703600,OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","tertiary alcohol metabolic process","GO:1902644","false","0.008123628917858658","2.0902499231066054","14","406","4","15906","OS02G0703600,OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","aromatic compound biosynthetic process","GO:0019438","false","0.008123628917858658","2.0902499231066054","2501","406","90","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0879200,OS01G0900800,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0809000,OS03G0811400,OS03G0860100,OS04G0463500,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0408900,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0100200,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0661000,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS09G0565700,OS10G0376900,OS10G0567400,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","abscisic acid metabolic process","GO:0009687","false","0.008123628917858658","2.0902499231066054","14","406","4","15906","OS02G0703600,OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","sesquiterpenoid biosynthetic process","GO:0016106","false","0.010638383115761641","1.9731243736633803","15","406","4","15906","OS03G0203200,OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","terpenoid metabolic process","GO:0006721","false","0.010728708132589483","1.96945256924235","129","406","11","15906","OS02G0703600,OS03G0125100,OS03G0203200,OS03G0645900,OS04G0448900,OS05G0408900,OS05G0560900,OS06G0599200,OS10G0533500,OS12G0617400,OS12G0626400"
"GO:BP","response to temperature stimulus","GO:0009266","true","0.014264144742014222","1.84575426291044","200","406","14","15906","OS01G0136000,OS01G0625300,OS02G0128000,OS02G0232000,OS02G0669100,OS02G0758000,OS03G0266300,OS03G0285800,OS04G0517100,OS04G0543900,OS04G0584600,OS06G0562200,OS11G0454300,OS11G0484500"
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","false","0.01775913133532087","1.7505782809843953","278","406","17","15906","OS01G0174000,OS01G0826400,OS02G0132500,OS02G0649300,OS02G0766700,OS03G0133000,OS04G0517100,OS04G0541700,OS04G0665600,OS05G0129300,OS07G0182000,OS07G0581700,OS07G0606600,OS08G0487100,OS09G0474000,OS11G0184900,OS12G0634500"
"GO:BP","positive regulation of DNA-templated transcription","GO:0045893","false","0.01775913133532087","1.7505782809843953","278","406","17","15906","OS01G0174000,OS01G0826400,OS02G0132500,OS02G0649300,OS02G0766700,OS03G0133000,OS04G0517100,OS04G0541700,OS04G0665600,OS05G0129300,OS07G0182000,OS07G0581700,OS07G0606600,OS08G0487100,OS09G0474000,OS11G0184900,OS12G0634500"
"GO:BP","response to stimulus","GO:0050896","false","0.02299097021059177","1.6384427012746268","3723","406","122","15906","OS01G0136000,OS01G0167400,OS01G0174700,OS01G0185900,OS01G0186200,OS01G0206300,OS01G0224000,OS01G0292200,OS01G0294700,OS01G0297200,OS01G0313300,OS01G0624700,OS01G0625300,OS01G0704100,OS01G0714800,OS01G0802700,OS01G0821600,OS01G0826400,OS01G0855600,OS01G0908200,OS01G0919800,OS01G0934100,OS02G0112100,OS02G0112600,OS02G0126400,OS02G0128000,OS02G0232000,OS02G0265200,OS02G0437200,OS02G0503900,OS02G0512000,OS02G0527900,OS02G0532800,OS02G0595900,OS02G0605900,OS02G0612900,OS02G0643800,OS02G0669100,OS02G0676400,OS02G0698800,OS02G0758000,OS02G0766700,OS02G0807000,OS03G0125100,OS03G0129100,OS03G0133000,OS03G0171300,OS03G0214200,OS03G0232400,OS03G0266300,OS03G0276500,OS03G0285800,OS03G0369000,OS03G0405900,OS03G0437200,OS03G0741100,OS03G0802500,OS03G0802600,OS03G0832200,OS03G0860100,OS04G0448900,OS04G0517100,OS04G0543900,OS04G0559700,OS04G0571600,OS04G0581800,OS04G0584600,OS04G0605100,OS04G0618700,OS04G0634700,OS04G0647800,OS04G0665600,OS04G0683700,OS04G0685300,OS04G0688300,OS04G0690600,OS05G0119000,OS05G0183100,OS05G0318100,OS05G0407500,OS05G0460000,OS05G0537100,OS05G0560900,OS06G0562200,OS06G0594400,OS06G0599200,OS06G0697600,OS07G0192000,OS07G0584100,OS07G0602900,OS07G0638400,OS07G0674800,OS07G0680600,OS08G0374000,OS08G0440100,OS08G0495500,OS08G0529000,OS09G0346500,OS09G0367700,OS09G0418000,OS09G0439200,OS09G0454900,OS09G0457900,OS09G0526500,OS10G0527400,OS10G0533500,OS10G0542900,OS10G0554200,OS11G0113700,OS11G0128400,OS11G0184900,OS11G0246200,OS11G0454300,OS11G0484500,OS11G0664400,OS11G0665600,OS11G0666200,OS11G0701800,OS12G0113500,OS12G0467300,OS12G0471100,OS12G0574700"
"GO:BP","positive regulation of response to salt stress","GO:1901002","false","0.024440039578264672","1.6118980951312825","19","406","4","15906","OS03G0133000,OS03G0285800,OS04G0584600,OS11G0184900"
"GO:BP","export across plasma membrane","GO:0140115","false","0.024440039578264672","1.6118980951312825","64","406","7","15906","OS01G0802700,OS01G0919800,OS02G0191800,OS02G0676400,OS04G0571600,OS06G0633100,OS08G0529000"
"GO:BP","cellular response to nitrogen compound","GO:1901699","false","0.03235605445428591","1.490044442350328","10","406","3","15906","OS01G0704100,OS02G0112100,OS02G0112600"
"GO:BP","organic acid metabolic process","GO:0006082","false","0.03235605445428591","1.490044442350328","872","406","37","15906","OS01G0134700,OS01G0138800,OS01G0191700,OS01G0357100,OS01G0704100,OS01G0720700,OS01G0855600,OS02G0112100,OS02G0112600,OS02G0218700,OS02G0595900,OS02G0703600,OS02G0770800,OS03G0223400,OS03G0291500,OS03G0645900,OS04G0448900,OS04G0463500,OS04G0486950,OS04G0516600,OS04G0543900,OS04G0683700,OS05G0187100,OS05G0244700,OS05G0370700,OS05G0560900,OS06G0143400,OS06G0561000,OS07G0100200,OS08G0120600,OS08G0468100,OS09G0565700,OS10G0380800,OS10G0550900,OS11G0484500,OS11G0521500,OS12G0617400"
"GO:BP","monoatomic anion transmembrane transport","GO:0098656","true","0.03235605445428591","1.490044442350328","50","406","6","15906","OS01G0226600,OS04G0618700,OS05G0269200,OS06G0143700,OS08G0300300,OS09G0484900"
"GO:BP","tetraterpenoid biosynthetic process","GO:0016109","false","0.03235605445428591","1.490044442350328","21","406","4","15906","OS03G0125100,OS04G0448900,OS10G0533500,OS12G0626400"
"GO:BP","carotenoid biosynthetic process","GO:0016117","false","0.03235605445428591","1.490044442350328","21","406","4","15906","OS03G0125100,OS04G0448900,OS10G0533500,OS12G0626400"
"GO:BP","terpenoid biosynthetic process","GO:0016114","false","0.03235605445428591","1.490044442350328","108","406","9","15906","OS03G0125100,OS03G0203200,OS03G0645900,OS04G0448900,OS05G0408900,OS06G0599200,OS10G0533500,OS12G0617400,OS12G0626400"
"GO:BP","oxoacid metabolic process","GO:0043436","false","0.03235605445428591","1.490044442350328","871","406","37","15906","OS01G0134700,OS01G0138800,OS01G0191700,OS01G0357100,OS01G0704100,OS01G0720700,OS01G0855600,OS02G0112100,OS02G0112600,OS02G0218700,OS02G0595900,OS02G0703600,OS02G0770800,OS03G0223400,OS03G0291500,OS03G0645900,OS04G0448900,OS04G0463500,OS04G0486950,OS04G0516600,OS04G0543900,OS04G0683700,OS05G0187100,OS05G0244700,OS05G0370700,OS05G0560900,OS06G0143400,OS06G0561000,OS07G0100200,OS08G0120600,OS08G0468100,OS09G0565700,OS10G0380800,OS10G0550900,OS11G0484500,OS11G0521500,OS12G0617400"
"GO:BP","nitric oxide biosynthetic process","GO:0006809","false","0.03383544628750565","1.4706280908245848","3","406","2","15906","OS02G0770800,OS08G0468100"
"GO:BP","nitric oxide metabolic process","GO:0046209","false","0.03383544628750565","1.4706280908245848","3","406","2","15906","OS02G0770800,OS08G0468100"
"GO:BP","water transport","GO:0006833","true","0.0353549771092217","1.4515494396063031","22","406","4","15906","OS01G0975900,OS04G0559700,OS06G0336200,OS10G0492600"
"GO:BP","fluid transport","GO:0042044","false","0.0353549771092217","1.4515494396063031","22","406","4","15906","OS01G0975900,OS04G0559700,OS06G0336200,OS10G0492600"
"GO:BP","olefinic compound metabolic process","GO:0120254","false","0.0353549771092217","1.4515494396063031","36","406","5","15906","OS02G0703600,OS03G0645900,OS04G0448900,OS09G0451400,OS12G0617400"
"GO:BP","amino sugar metabolic process","GO:0006040","true","0.0353549771092217","1.4515494396063031","36","406","5","15906","OS01G0752600,OS02G0594900,OS02G0605900,OS04G0477500,OS10G0542900"
"GO:BP","apocarotenoid biosynthetic process","GO:0043289","false","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","abscisic acid biosynthetic process","GO:0009688","false","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","tertiary alcohol biosynthetic process","GO:1902645","false","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","regulation of endopeptidase activity","GO:0052548","false","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS01G0124100,OS01G0124650,OS03G0823400"
"GO:BP","auxin export across the plasma membrane","GO:0010315","false","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS01G0802700,OS01G0919800,OS08G0529000"
"GO:BP","negative regulation of endopeptidase activity","GO:0010951","true","0.035841342775190896","1.4456157281133768","11","406","3","15906","OS01G0124100,OS01G0124650,OS03G0823400"
"GO:BP","glucosamine-containing compound metabolic process","GO:1901071","false","0.0381324650220481","1.4187051194346818","23","406","4","15906","OS02G0594900,OS02G0605900,OS04G0477500,OS10G0542900"
"GO:BP","response to nitrogen compound","GO:1901698","false","0.041311977766821835","1.3839240131411426","94","406","8","15906","OS01G0704100,OS02G0112100,OS02G0112600,OS02G0595900,OS03G0832200,OS04G0543900,OS04G0665600,OS10G0554200"
"GO:BP","response to cold","GO:0009409","false","0.042934841853765504","1.367190132442993","95","406","8","15906","OS02G0669100,OS03G0285800,OS04G0517100,OS04G0543900,OS04G0584600,OS06G0562200,OS11G0454300,OS11G0484500"
"GO:BP","alcohol catabolic process","GO:0046164","true","0.042934841853765504","1.367190132442993","12","406","3","15906","OS02G0703600,OS04G0647800,OS06G0561000"
"GO:BP","cellular response to salt","GO:1902075","false","0.042934841853765504","1.367190132442993","12","406","3","15906","OS01G0704100,OS02G0112100,OS02G0112600"
"GO:BP","positive regulation of macromolecule biosynthetic process","GO:0010557","false","0.042934841853765504","1.367190132442993","313","406","17","15906","OS01G0174000,OS01G0826400,OS02G0132500,OS02G0649300,OS02G0766700,OS03G0133000,OS04G0517100,OS04G0541700,OS04G0665600,OS05G0129300,OS07G0182000,OS07G0581700,OS07G0606600,OS08G0487100,OS09G0474000,OS11G0184900,OS12G0634500"
"GO:BP","carbohydrate transmembrane transport","GO:0034219","false","0.042934841853765504","1.367190132442993","75","406","7","15906","OS02G0301100,OS02G0573500,OS02G0574100,OS05G0214300,OS07G0106200,OS07G0559700,OS10G0360100"
"GO:BP","monoatomic anion transport","GO:0006820","false","0.04881961188803456","1.311405677511107","58","406","6","15906","OS01G0226600,OS04G0618700,OS05G0269200,OS06G0143700,OS08G0300300,OS09G0484900"
"GO:BP","small molecule catabolic process","GO:0044282","false","0.04899577056134858","1.3098414077499583","190","406","12","15906","OS01G0855600,OS02G0168000,OS02G0703600,OS04G0516600,OS04G0543900,OS04G0647800,OS04G0683700,OS05G0560900,OS06G0561000,OS07G0661000,OS10G0550900,OS11G0484500"
"GO:CC","extracellular region","GO:0005576","true","0.02738279515800826","1.5625222223912147","729","411","35","16399","OS01G0124100,OS01G0124650,OS01G0294700,OS01G0754800,OS01G0842400,OS01G0860400,OS01G0860500,OS01G0879200,OS01G0880300,OS02G0220000,OS02G0756800,OS03G0132200,OS03G0232400,OS03G0369000,OS03G0809000,OS03G0823400,OS04G0604300,OS04G0604900,OS04G0664800,OS04G0688300,OS05G0247100,OS06G0356800,OS07G0101000,OS07G0480800,OS07G0533800,OS07G0630400,OS08G0108100,OS08G0434100,OS08G0460600,OS08G0518900,OS09G0365900,OS10G0538200,OS10G0542400,OS11G0701500,OS11G0701800"
"KEGG","Nitrogen metabolism","KEGG:00910","false","0.0017947578558060791","2.7459941370472296","22","102","6","3467","OS01G0357100,OS01G0704100,OS02G0770800,OS03G0223400,OS04G0543900,OS08G0468100"
"KEGG","Metabolic pathways","KEGG:01100","false","0.00925758599597923","2.033502244992181","1722","102","68","3467","OS01G0191700,OS01G0208700,OS01G0294700,OS01G0357100,OS01G0752600,OS01G0860400,OS01G0860500,OS01G0860601,OS01G0916400,OS02G0140300,OS02G0218700,OS02G0594900,OS02G0605900,OS02G0770800,OS02G0791400,OS02G0798100,OS03G0125100,OS03G0223400,OS03G0291500,OS03G0369000,OS03G0374600,OS03G0645900,OS03G0719400,OS03G0784700,OS04G0448900,OS04G0458900,OS04G0463500,OS04G0477500,OS04G0486950,OS04G0498600,OS04G0516600,OS04G0543900,OS04G0634700,OS04G0647800,OS04G0664800,OS04G0683700,OS04G0688300,OS05G0187100,OS05G0247100,OS05G0408900,OS05G0443500,OS05G0480700,OS06G0143400,OS06G0165800,OS06G0356800,OS06G0561000,OS07G0100200,OS07G0638400,OS08G0120600,OS08G0468100,OS08G0473900,OS08G0518900,OS09G0346500,OS09G0369400,OS09G0422000,OS09G0451400,OS09G0565700,OS10G0527400,OS10G0533500,OS10G0542900,OS10G0550900,OS10G0567400,OS11G0484500,OS11G0679700,OS11G0701500,OS11G0701800,OS12G0190000,OS12G0626400"
"KEGG","Carotenoid biosynthesis","KEGG:00906","false","0.00925758599597923","2.033502244992181","23","102","5","3467","OS03G0125100,OS03G0645900,OS04G0448900,OS10G0533500,OS12G0626400"
"KEGG","Amino sugar and nucleotide sugar metabolism","KEGG:00520","false","0.043477338279001604","1.3617370516631584","122","102","10","3467","OS01G0860400,OS01G0860500,OS02G0605900,OS05G0187100,OS05G0247100,OS06G0356800,OS08G0518900,OS10G0542900,OS11G0701500,OS11G0701800"
